Geographic area,Indicator,Sex,2020,2019,2018,2015
Philippines,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,72,-,-,-
Qatar,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,98,-,-,-
Qatar,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,89,-,-,-
Qatar,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,82,-,-,-
Qatar,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,82,-,-,-
Qatar,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,98,-,-,-
Qatar,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,82,-,-,-
Qatar,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,82,-,-,-
Qatar,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,90,-,-,-
Qatar,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,90,-,-,-
Qatar,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,70,-,-,-
Qatar,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,89,-,-,-
Qatar,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,83,-,-,-
Qatar,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,90,-,-,-
Saudi Arabia,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,95,-,-,-
Saudi Arabia,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,96,-,-,-
Saudi Arabia,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,95,-,-,-
Saudi Arabia,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,95,-,-,-
Saudi Arabia,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,96,-,-,-
Saudi Arabia,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,95,-,-,-
Saudi Arabia,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,95,-,-,-
Saudi Arabia,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,96,-,-,-
Saudi Arabia,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,96,-,-,-
Saudi Arabia,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,95,-,-,-
Saudi Arabia,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,95,-,-,-
Saudi Arabia,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,96,-,-,-
Saudi Arabia,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,96,-,-,-
Singapore,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,-,98,-,-
Singapore,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,-,98,-,-
Singapore,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,-,96,-,-
Singapore,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,-,96,-,-
Singapore,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,-,91,-,-
Singapore,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,-,96,-,-
Singapore,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,-,98,-,-
Singapore,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,-,95,-,-
Singapore,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,-,84,-,-
Singapore,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,-,82,-,-
Singapore,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,-,96,-,-
Singapore,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,Total,-,0,-,-
Singapore,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,-,95,-,-
Sri Lanka,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,99,-,-,-
Sri Lanka,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,96,-,-,-
Sri Lanka,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,96,-,-,-
Sri Lanka,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,96,-,-,-
Sri Lanka,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,96,-,-,-
Sri Lanka,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,96,-,-,-
Sri Lanka,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,96,-,-,-
Sri Lanka,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,96,-,-,-
Sri Lanka,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,99,-,-,-
Sri Lanka,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,96,-,-,-
Sri Lanka,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,Total,51,-,-,-
Sri Lanka,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,96,-,-,-
State of Palestine,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,99,-,-,-
State of Palestine,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,99,-,-,-
State of Palestine,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,99,-,-,-
State of Palestine,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,99,-,-,-
Syrian Arab Republic,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,74,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,65,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,49,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,49,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,49,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,65,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,59,-,-,-
Syrian Arab Republic,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,53,-,-,-
Syrian Arab Republic,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,90,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,53,-,-,-
Syrian Arab Republic,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,59,-,-,-
Tajikistan,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,98,-,-,-
Tajikistan,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,98,-,-,-
Tajikistan,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,97,-,-,-
Tajikistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,97,-,-,-
Tajikistan,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,99,-,-,-
Tajikistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,97,-,-,-
Tajikistan,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,97,-,-,-
Tajikistan,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,98,-,-,-
Tajikistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,97,-,-,-
Tajikistan,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,97,-,-,-
Tajikistan,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,95,-,-,-
Tajikistan,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,98,-,-,-
Thailand,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,99,-,-,-
Thailand,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,99,-,-,-
Thailand,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,97,-,-,-
Thailand,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,97,-,-,-
Thailand,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,99,-,-,-
Thailand,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,45,-,-,-
Thailand,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,97,-,-,-
Thailand,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,96,-,-,-
Thailand,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,87,-,-,-
Thailand,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,98,-,-,-
Thailand,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,97,-,-,-
Thailand,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,Total,-,-,29,-
Thailand,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,96,-,-,-
Timor-Leste,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,88,-,-,-
Timor-Leste,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,87,-,-,-
Timor-Leste,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,86,-,-,-
Timor-Leste,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,86,-,-,-
Timor-Leste,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,72,-,-,-
Timor-Leste,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,86,-,-,-
Timor-Leste,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,84,-,-,-
Timor-Leste,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,79,-,-,-
Timor-Leste,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,78,-,-,-
Timor-Leste,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,83,-,-,-
Timor-Leste,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,86,-,-,-
Timor-Leste,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,79,-,-,-
Turkey,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,96,-,-,-
Turkey,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,99,-,-,-
Turkey,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,98,-,-,-
Turkey,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,98,-,-,-
Turkey,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,99,-,-,-
Turkey,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,98,-,-,-
Turkey,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,96,-,-,-
Turkey,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,95,-,-,-
Turkey,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,93,-,-,-
Turkey,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,95,-,-,-
Turkey,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,95,-,-,-
Turkey,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,98,-,-,-
Turkey,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,95,-,-,-
Turkmenistan,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,98,-,-,-
Turkmenistan,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,99,-,-,-
Turkmenistan,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,98,-,-,-
Turkmenistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,99,-,-,-
Turkmenistan,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,99,-,-,-
Turkmenistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,99,-,-,-
Turkmenistan,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,99,-,-,-
Turkmenistan,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,98,-,-,-
Turkmenistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,99,-,-,-
Turkmenistan,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,23,-,-,-
Turkmenistan,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,98,-,-,-
Turkmenistan,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,95,-,-,-
Turkmenistan,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,Total,99,-,-,-
Turkmenistan,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,98,-,-,-
United Arab Emirates,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,86,-,-,-
United Arab Emirates,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,90,-,-,-
United Arab Emirates,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,90,-,-,-
United Arab Emirates,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,91,-,-,-
United Arab Emirates,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,83,-,-,-
United Arab Emirates,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,90,-,-,-
United Arab Emirates,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,90,-,-,-
United Arab Emirates,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,99,-,-,-
United Arab Emirates,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,92,-,-,-
United Arab Emirates,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,84,-,-,-
United Arab Emirates,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,80,-,-,-
United Arab Emirates,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,86,-,-,-
United Arab Emirates,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,Total,29,-,-,-
United Arab Emirates,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,99,-,-,-
Uzbekistan,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,99,-,-,-
Uzbekistan,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,96,-,-,-
Uzbekistan,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,95,-,-,-
Uzbekistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,95,-,-,-
Uzbekistan,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,97,-,-,-
Uzbekistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,95,-,-,-
Uzbekistan,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,89,-,-,-
Uzbekistan,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,99,-,-,-
Uzbekistan,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,99,-,-,-
Uzbekistan,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,93,-,-,-
Uzbekistan,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,97,-,-,-
Uzbekistan,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,90,-,-,-
Uzbekistan,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,Total,100,-,-,-
Uzbekistan,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,99,-,-,-
Viet Nam,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,95,-,-,-
Viet Nam,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,96,-,-,-
Viet Nam,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,94,-,-,-
Viet Nam,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,94,-,-,-
Viet Nam,Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth,Total,82,-,-,-
Viet Nam,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,94,-,-,-
Viet Nam,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,88,-,-,-
Viet Nam,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,97,-,-,-
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,93,-,-,-
Viet Nam,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,96,-,-,-
Viet Nam,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,80,-,-,-
Viet Nam,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,97,-,-,-
Yemen,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,71,-,-,-
Yemen,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,83,-,-,-
Yemen,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,72,-,-,-
Yemen,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,72,-,-,-
Yemen,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,72,-,-,-
Yemen,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,68,-,-,-
Yemen,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,68,-,-,-
Yemen,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,46,-,-,-
Yemen,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,70,-,-,-
Yemen,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,72,-,-,-
Yemen,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,66,-,-,-
Yemen,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,73,-,-,-
Yemen,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,68,-,-,-
,,,,,,
Footnotes,,,,,,
Unit multiplier: Units,,,,,,
Unit of measure: %,,,,,,
Observation Status: Estimated value,,,,,,
Observation confidentaility: Free,,,,,,
